event_id,timestamp_utc,country,region,city,site_code,latitude,longitude,agent_id,agent_rank,agent_clearance,team_id,operation_id,operation_codename,operation_type,target_sector,target_importance_score,target_risk_level,intel_source_primary,intel_source_secondary,intel_confidence_score,threat_score_overall,threat_financial,threat_cyber,threat_physical,money_moved_usd,records_exfiltrated,compromised_accounts,channel_email,channel_phone,channel_darknet,channel_field_meet,status,triage_priority,requires_manual_review,escalated_to_level,false_positive_flag,model_version,notes_short,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60
EVT-0002936,2024-03-04 10:53:48,US,US-EAST,New York,US-109,40.20606,-75.60163,AG-2814,ANALYST,TOP_SECRET,T-009,OP-2024-002936,SPECTRUM-643,CYBER_INTRUSION,Finance,4,LOW,HUMINT,FININT,74,39,43,39,35,197249,1315,109,Y,N,N,N,DISMISSED,P3,N,1,Y,aurora-1.1,cross-border activity detected,45.71,34.25,44.16,35.47,47.76,43.49,29.16,36.22,30.39,23.51,18.84,25.1,15.86,21.41,19.5,21.6,23.35,22.13,20.42,15.95,13.67,10.07,16.61,14.67,20.9,9.05,9.0,12.0,20.97,10.04,72.11,92.11,56.1,67.05,72.81,54.31,70.62,75.51,61.13,61.57,5.47,12.44,61.88,0,29.45,7.19,0,15.06,0,31.9,36.62,12.73,18.54,0,31.59,16.58,9.09,29.61,6.16,29.35
EVT-0002937,2024-12-20 22:39:44,FR,EU-WEST,Paris,FR-777,48.54015,2.88422,AG-4168,FIELD,SECRET,T-023,OP-2024-002937,AURORA-792,ESPIONAGE,Defense,6,LOW,HUMINT,OSINT,57,17,27,19,4,95288,1211,53,Y,N,Y,N,NEW,P3,N,1,N,aurora-1.0,anomaly detected,5.42,7.45,0.99,29.71,11.08,15.57,20.55,13.68,13.38,16.97,17.53,6.8,10.29,12.29,6.05,10.59,7.53,11.82,12.16,15.59,6.48,9.69,6.47,4.43,10.96,15.37,13.21,10.73,10.47,13.94,78.87,100,97.11,92.74,80.51,91.01,77.81,58.63,78.11,91.9,43.52,26.73,0,0,42.03,30.84,25.15,0,0,5.99,16.61,15.82,28.48,0,0.2,24.1,33.58,0,0,0
EVT-0002938,2024-02-01 22:15:24,CN,ASIA-PAC,Beijing,CN-669,40.72082,115.00994,AG-2825,SENIOR,SECRET,T-038,OP-2024-002938,AURORA-720,MONEY_LAUNDERING,Government,4,MEDIUM,HUMINT,FININT,72,55,52,62,49,265183,3005,80,N,Y,N,N,CLOSED,P3,N,1,N,aurora-1.1,pattern matches known cluster,54.45,58.45,56.24,68.79,50.27,45.09,50.65,36.61,46.77,33.95,24.43,29.81,30.08,21.98,24.52,28.82,25.18,24.35,22.06,27.89,26.39,29.87,28.34,29.77,35.34,35.31,24.63,33.75,22.09,22.95,82.19,72.9,93.36,90.9,80.25,81.38,81.24,85.54,59.02,82.75,0,41.37,9.25,45.48,23.51,0,0,51.33,33.31,16.32,6.31,42.26,15.42,1.55,62.59,19.11,0,54.66,52.14,15.6
EVT-0002939,2024-02-15 07:30:42,FR,EU-WEST,Paris,FR-585,48.71972,0.90381,AG-8727,JUNIOR,TOP_SECRET,T-026,OP-2024-002939,MIRAGE-078,ESPIONAGE,Education,10,CRITICAL,HUMINT,OSINT,40,53,54,57,48,304765,2650,114,Y,N,Y,Y,NEW,P1,Y,2,N,aurora-1.2,pattern matches known cluster,45.22,33.52,49.71,52.77,43.07,45.32,50.67,81.04,47.7,57.82,38.26,25.17,35.58,29.89,24.56,28.0,28.03,30.23,29.31,26.99,27.4,20.62,30.53,31.23,25.68,29.8,22.4,22.13,25.52,16.75,100,100,100,100,100,100,100,100,100,100,31.77,0,34.04,0,21.44,28.8,0,35.37,13.35,52.86,0,0,51.78,30.35,14.2,44.15,0,20.32,27.04,45.56
EVT-0002940,2024-12-27 11:22:13,US,US-EAST,New York,US-182,39.81948,-73.71781,AG-2669,SENIOR,CONFIDENTIAL,T-019,OP-2024-002940,MIRAGE-291,ESPIONAGE,Healthcare,5,LOW,CYBINT,FININT,33,27,26,24,34,136692,2194,68,Y,N,N,N,CLOSED,P3,N,1,N,aurora-1.2,anomaly detected,36.66,26.41,34.18,36.5,48.43,38.64,25.65,35.15,35.26,25.58,20.81,10.52,15.37,6.49,18.71,7.39,17.35,11.99,14.73,13.29,21.35,27.09,15.26,15.87,33.7,18.92,18.2,19.32,19.98,20.02,65.94,69.78,80.63,90.23,85.97,95.41,76.3,76.39,75.66,91.07,24.64,1.65,33.93,0,0,30.63,15.29,38.42,0.76,17.07,24.9,0,10.93,0,7.18,0,0,29.97,40.43,43.91
EVT-0002941,2024-07-22 11:06:58,FR,EU-WEST,Paris,FR-285,49.82314,3.27512,AG-7197,FIELD,SECRET,T-029,OP-2024-002941,AURORA-917,INSIDER_TRADING,Education,3,HIGH,SIGINT,FININT,64,80,73,98,64,420085,4633,150,Y,Y,N,N,CONFIRMED,P2,Y,2,N,aurora-2.0,pattern matches known cluster,87.57,77.6,91.83,82.18,86.53,93.27,75.11,78.33,75.62,80.3,41.7,29.56,34.94,50.92,45.34,37.28,46.28,43.64,47.03,44.4,43.12,43.88,42.78,35.52,48.15,56.58,49.6,44.57,49.33,45.14,100,100,100,97.93,94.71,93.71,100,87.59,100,81.46,51.47,13.92,26.81,13.95,33.41,30.54,42.75,54.36,5.84,85.27,25.97,29.53,22.43,8.12,86.65,15.95,27.35,34.33,17.26,45.82
EVT-0002942,2024-11-14 21:01:04,PL,EU-EAST,Warsaw,PL-563,51.66676,19.8331,AG-4873,FIELD,TOP_SECRET,T-013,OP-2024-002942,MIRAGE-993,ESPIONAGE,Education,1,MEDIUM,FININT,HUMINT,75,54,73,43,51,268904,2217,91,Y,N,N,N,NEW,P3,N,0,N,aurora-1.0,incomplete metadata,67.14,45.71,58.33,63.97,53.64,57.46,43.49,56.61,57.06,57.89,27.88,27.35,20.12,29.35,26.68,26.59,32.74,26.52,34.47,23.35,19.2,20.24,21.75,17.04,30.06,23.61,26.72,22.23,28.97,21.47,49.43,42.65,49.85,45.43,52.47,60.22,55.0,49.08,61.54,42.0,21.19,30.03,49.1,38.5,0,1.37,26.18,0,13.94,43.73,60.76,33.06,30.72,5.0,28.53,38.44,4.02,29.69,17.73,42.45
EVT-0002943,2024-01-29 21:43:55,US,US-EAST,New York,US-581,39.98358,-74.51833,AG-8724,ANALYST,TOP_SECRET,T-038,OP-2024-002943,DEEPBLUE-259,INSIDER_TRADING,Finance,3,LOW,OSINT,SIGINT,41,38,49,40,23,179833,1156,51,N,Y,N,N,NEW,P3,N,0,N,aurora-1.2,incomplete metadata,30.6,45.86,35.5,44.1,38.53,37.62,59.14,43.49,20.99,46.84,25.17,12.02,15.71,15.99,11.39,20.44,15.48,24.68,19.49,12.97,10.4,6.56,19.3,13.49,6.86,12.35,15.9,4.1,7.21,8.77,65.6,75.72,70.77,73.41,47.02,89.41,82.27,57.5,51.92,61.34,23.15,27.68,48.14,31.97,0,36.26,19.63,3.84,16.64,5.23,29.18,1.23,16.79,0,33.78,23.1,0,32.71,17.74,2.33
EVT-0002944,2024-03-30 11:24:49,SK,EU-CENTRAL,Bratislava,SK-496,48.10699,17.09388,AG-5878,ANALYST,TOP_SECRET,T-014,OP-2024-002944,DEEPBLUE-440,INSIDER_TRADING,Logistics,7,MEDIUM,OSINT,HUMINT,63,54,45,59,54,246749,2031,129,N,Y,Y,Y,NEW,P3,N,1,N,aurora-1.1,cross-border activity detected,55.87,56.11,55.92,49.16,49.41,52.96,67.27,66.28,42.89,63.25,25.37,36.63,23.7,26.45,23.28,18.64,18.57,19.07,27.48,28.88,26.84,29.31,21.26,21.94,17.95,23.57,11.06,20.87,29.51,23.21,91.93,100,90.99,100,100,100,96.93,100,87.46,100,0,0,6.13,20.2,62.78,9.72,13.59,10.03,68.55,13.84,0,44.33,49.97,80.85,53.29,0,0,0,22.84,39.89
EVT-0002945,2024-12-06 21:35:55,CN,ASIA-PAC,Beijing,CN-613,40.64173,115.58344,AG-6560,SENIOR,CONFIDENTIAL,T-024,OP-2024-002945,NIGHTFALL-267,CYBER_INTRUSION,Education,3,MEDIUM,FININT,CYBINT,55,65,76,68,50,271352,3498,116,N,Y,N,Y,IN_REVIEW,P2,Y,3,N,aurora-1.2,possible duplicate event,71.6,86.99,69.53,69.44,55.96,59.45,43.22,65.52,64.86,79.72,35.49,21.1,24.9,28.23,17.24,26.53,26.44,32.08,24.96,21.01,25.28,38.28,32.72,37.26,40.22,29.97,39.95,34.01,37.25,34.97,52.97,78.98,50.59,57.59,82.81,55.53,84.52,50.98,61.49,62.24,20.78,0,66.87,24.98,45.38,24.83,47.36,0,63.17,41.17,0,38.77,59.09,36.05,58.64,40.3,1.23,10.6,59.4,0.67
EVT-0002946,2024-04-10 20:02:14,US,US-EAST,New York,US-536,40.39286,-72.28707,AG-2390,ANALYST,CONFIDENTIAL,T-007,OP-2024-002946,MIRAGE-543,INSIDER_TRADING,Healthcare,3,LOW,OSINT,SIGINT,35,35,38,41,23,163121,931,79,N,N,N,N,DISMISSED,P3,N,0,Y,aurora-2.0,anomaly detected,25.69,29.45,32.31,20.86,36.78,38.21,53.19,18.95,36.72,37.08,12.03,13.18,19.84,12.67,17.21,14.92,23.27,15.56,25.73,22.48,9.06,2.58,3.68,17.55,9.0,7.51,12.95,7.9,3.42,9.41,77.34,82.64,86.14,82.64,60.09,71.2,41.77,77.8,72.97,69.42,10.98,19.0,1.89,0,12.03,41.91,13.38,0,0,0.04,0,0,25.01,14.65,0,48.25,42.27,24.7,0,0.88
EVT-0002947,2024-04-25 17:48:04,SK,EU-CENTRAL,Bratislava,SK-365,47.03932,17.51885,AG-2318,FIELD,CONFIDENTIAL,T-005,OP-2024-002947,PHOENIX-008,CYBER_INTRUSION,Telecom,4,MEDIUM,CYBINT,FININT,86,57,61,63,43,264447,3649,98,N,N,Y,N,CLOSED,P3,N,1,N,aurora-1.2,pattern matches known cluster,56.21,50.24,47.68,62.6,61.94,43.18,49.74,51.66,65.46,58.09,35.71,27.04,16.12,25.79,16.59,22.13,24.82,15.1,35.3,29.4,39.6,45.54,34.93,33.18,35.13,38.57,32.74,29.01,29.73,31.56,79.41,57.34,66.01,68.68,81.3,82.59,89.49,74.84,70.98,68.76,0,12.82,46.78,51.4,6.25,55.15,48.11,29.76,65.52,48.6,26.95,20.17,50.94,22.07,38.92,32.05,59.61,48.21,49.57,27.42
EVT-0002948,2024-01-02 00:36:58,US,US-EAST,New York,US-233,40.76491,-75.08081,AG-7189,SENIOR,SECRET,T-019,OP-2024-002948,NIGHTFALL-126,CYBER_INTRUSION,Defense,5,MEDIUM,SIGINT,OSINT,48,59,70,59,49,290616,2996,97,Y,N,N,N,NEW,P3,N,1,N,aurora-1.2,anomaly detected,52.71,66.0,56.96,62.75,79.1,45.53,47.99,55.69,56.64,48.27,42.34,30.53,19.04,24.86,26.21,35.15,34.23,24.24,30.85,22.91,39.06,26.01,21.91,32.82,30.57,34.35,33.83,15.68,23.49,24.64,90.05,64.36,74.26,71.73,58.21,83.16,91.82,68.88,65.95,72.29,41.52,0,25.28,75.91,13.69,0,17.85,40.81,22.33,58.94,29.84,40.73,27.33,9.08,4.92,46.15,55.82,9.59,9.72,15.17
EVT-0002949,2024-04-15 07:18:17,BR,LATAM,Sao Paulo,BR-490,-24.35325,-46.10053,AG-3635,HQ,SECRET,T-010,OP-2024-002949,AURORA-337,ESPIONAGE,Logistics,5,LOW,CYBINT,FININT,50,19,20,30,5,97820,1925,18,Y,Y,Y,N,IN_REVIEW,P3,N,0,N,aurora-2.0,anomaly detected,38.33,8.44,22.51,18.66,4.87,7.22,18.2,12.51,23.21,26.54,6.78,0.21,11.6,7.63,6.8,21.48,8.61,3.78,18.9,9.23,15.91,25.03,26.52,14.37,29.47,18.71,18.32,22.23,23.31,21.09,80.97,79.26,78.14,72.11,65.41,90.37,77.5,65.87,85.73,100,34.46,0,11.0,19.66,24.65,40.72,0,1.5,34.47,41.72,10.1,0,4.39,2.49,9.37,0,0.97,0,7.11,9.58
EVT-0002950,2024-06-30 05:39:42,GB,EU-WEST,London,GB-299,52.07799,-0.8346,AG-1325,FIELD,SECRET,T-023,OP-2024-002950,NIGHTFALL-594,RANSOMWARE,Defense,10,CRITICAL,CYBINT,OSINT,63,60,63,52,66,351203,3538,146,N,N,Y,N,CONFIRMED,P1,Y,0,N,aurora-1.1,anomaly detected,51.57,65.22,50.51,51.3,57.29,48.24,85.12,54.14,50.47,71.39,30.31,39.12,38.28,30.15,38.42,33.49,43.37,44.81,38.7,39.96,38.58,40.05,39.13,36.56,32.44,30.35,39.13,37.64,28.3,36.53,100,100,100,100,100,100,100,100,100,100,33.79,0,46.46,26.15,19.53,27.04,51.81,25.68,88.94,45.39,53.84,36.41,41.14,40.43,48.43,32.11,0,38.7,13.69,0
EVT-0002951,2024-06-08 09:19:41,PL,EU-EAST,Warsaw,PL-142,51.58984,20.38201,AG-1627,ANALYST,TOP_SECRET,T-005,OP-2024-002951,MIRAGE-826,INSIDER_TRADING,Telecom,9,CRITICAL,FININT,CYBINT,83,57,59,61,48,267468,2207,125,N,N,N,N,IN_REVIEW,P1,N,1,N,aurora-1.2,cross-border activity detected,61.88,50.05,50.58,51.43,64.53,45.22,63.16,47.93,57.74,35.72,41.61,19.05,24.92,21.18,26.17,35.63,23.84,24.6,29.03,21.52,17.79,18.98,19.05,24.76,12.11,22.16,20.22,19.06,34.96,21.67,100,100,100,100,100,100,100,100,100,100,25.25,10.09,46.4,0,29.58,5.37,26.95,25.26,5.91,4.28,34.34,13.21,32.45,25.91,22.84,22.34,53.72,21.25,38.29,33.59
EVT-0002952,2024-03-04 08:08:49,SK,EU-CENTRAL,Bratislava,SK-102,47.86135,15.93635,AG-4158,ANALYST,TOP_SECRET,T-006,OP-2024-002952,DEEPBLUE-647,INSIDER_TRADING,Energy,9,CRITICAL,CYBINT,SIGINT,73,58,55,58,59,293707,1637,112,N,Y,Y,N,NEW,P1,Y,2,N,aurora-1.2,pattern matches known cluster,48.71,63.95,48.5,55.93,65.65,56.44,54.04,63.57,46.05,54.75,20.6,30.12,26.87,29.36,29.19,29.07,19.38,37.47,22.93,19.54,25.05,11.39,11.97,9.61,15.53,9.89,20.0,13.86,8.89,24.41,100,100,100,100,100,100,100,100,100,100,0,10.8,23.69,0,62.22,0,25.69,31.16,29.63,2.69,29.81,4.55,38.66,14.81,4.7,33.86,33.1,24.27,46.1,62.13
EVT-0002953,2024-01-03 05:48:38,US,US-EAST,New York,US-738,41.55706,-73.21513,AG-2651,FIELD,CONFIDENTIAL,T-031,OP-2024-002953,NIGHTFALL-888,CYBER_INTRUSION,Energy,10,CRITICAL,OSINT,FININT,72,44,32,56,38,215475,2751,100,N,Y,Y,Y,NEW,P1,Y,2,N,aurora-2.0,incomplete metadata,45.44,58.91,60.68,62.2,38.59,53.48,51.74,55.0,27.2,51.9,27.94,25.78,29.62,21.99,23.16,27.7,24.97,29.16,26.49,19.77,37.99,22.25,32.06,22.74,28.11,33.06,30.56,15.3,17.7,26.65,100,100,100,100,100,100,100,100,100,100,31.15,43.22,1.77,15.76,35.41,40.28,14.38,30.66,7.02,11.62,35.44,18.79,18.41,22.16,16.4,32.05,33.72,0,4.03,0
EVT-0002954,2024-11-02 20:30:47,SK,EU-CENTRAL,Bratislava,SK-742,48.40031,18.28991,AG-5050,ANALYST,TOP_SECRET,T-023,OP-2024-002954,NIGHTFALL-527,ESPIONAGE,Energy,2,LOW,OSINT,FININT,30,30,38,27,26,170038,1263,59,Y,Y,N,N,CLOSED,P3,N,0,N,aurora-1.0,source reliability downgraded,37.03,19.12,32.88,30.96,29.74,25.17,50.93,34.76,15.92,25.19,11.73,22.62,22.66,19.09,21.99,21.34,21.31,16.2,17.04,13.14,14.57,16.35,15.8,1.32,13.96,10.72,11.99,12.05,4.1,28.59,62.58,50.9,45.75,68.45,52.15,48.85,46.29,57.89,59.13,44.88,0,6.42,15.84,7.48,0,0,46.87,12.23,24.51,15.88,10.86,49.43,48.85,14.46,0,13.01,0,12.96,42.06,0
EVT-0002955,2024-02-16 21:52:43,FR,EU-WEST,Paris,FR-795,49.92269,1.5419,AG-9710,JUNIOR,TOP_SECRET,T-040,OP-2024-002955,DEEPBLUE-473,ESPIONAGE,Healthcare,7,LOW,CYBINT,HUMINT,58,32,34,31,33,159518,1122,80,Y,N,Y,N,NEW,P3,N,0,N,aurora-2.0,possible duplicate event,17.77,7.49,6.22,26.9,32.45,35.11,22.29,19.52,33.99,24.98,14.87,10.97,18.64,1.92,13.28,2.04,23.46,17.4,23.41,18.17,4.2,20.01,13.56,12.86,11.43,8.29,3.99,12.31,4.65,8.82,89.67,100,98.35,100,100,89.16,95.76,100,98.44,83.67,8.2,14.76,11.14,34.56,83.66,20.79,9.7,45.42,25.2,15.12,16.89,43.54,0,0,13.7,43.51,0,0,3.67,0
EVT-0002956,2024-09-19 12:00:45,US,US-EAST,New York,US-483,39.5412,-73.64166,AG-8346,JUNIOR,SECRET,T-005,OP-2024-002956,NIGHTFALL-208,MONEY_LAUNDERING,Defense,1,HIGH,OSINT,FININT,89,73,72,78,67,372562,5004,143,Y,N,N,N,CONFIRMED,P2,N,0,N,aurora-1.2,incomplete metadata,68.27,81.12,64.4,79.3,69.87,79.27,64.63,72.08,89.24,79.05,39.84,33.37,42.31,26.82,45.78,34.74,37.27,32.84,39.51,31.69,48.16,55.52,53.54,49.25,43.17,48.93,46.64,51.1,49.93,55.64,89.13,83.02,82.9,91.43,89.81,78.86,100,100,100,91.11,76.84,11.87,14.24,32.65,48.22,47.14,24.38,24.1,59.1,27.76,71.04,53.09,58.11,51.6,49.13,25.36,14.02,15.73,65.83,20.43
EVT-0002957,2024-07-12 13:20:28,US,US-EAST,New York,US-372,40.24631,-75.09076,AG-9073,ANALYST,SECRET,T-036,OP-2024-002957,AURORA-948,ESPIONAGE,Education,1,HIGH,HUMINT,SIGINT,63,68,74,64,66,341524,3588,134,N,N,N,N,NEW,P2,Y,3,N,aurora-1.2,anomaly detected,79.54,79.02,65.81,62.36,72.1,75.02,51.09,63.38,66.87,70.42,33.77,37.43,39.51,36.19,31.29,35.02,32.03,30.9,35.03,33.03,47.54,42.78,47.54,40.53,35.15,35.39,40.02,22.06,33.17,37.45,89.0,74.15,81.62,92.39,93.17,84.31,71.48,95.91,84.83,91.94,49.07,17.65,37.46,41.7,56.37,40.1,30.82,53.51,39.41,51.52,35.78,31.88,38.54,34.03,0,10.91,35.99,34.68,49.68,35.66
EVT-0002958,2024-08-21 15:51:25,CZ,EU-CENTRAL,Prague,CZ-953,50.34156,13.21548,AG-1727,JUNIOR,CONFIDENTIAL,T-006,OP-2024-002958,DEEPBLUE-849,ESPIONAGE,Government,6,MEDIUM,HUMINT,CYBINT,44,58,49,69,53,234563,3069,82,Y,Y,N,N,NEW,P3,N,0,N,aurora-1.2,incomplete metadata,57.75,66.92,46.4,48.28,49.77,48.44,73.26,54.93,37.4,70.69,18.84,24.46,28.67,15.21,20.62,19.85,11.84,28.86,20.34,18.47,29.3,27.11,26.74,39.77,26.73,33.1,29.67,38.73,27.42,33.16,78.15,100,73.64,84.19,82.63,93.73,95.71,96.55,81.49,89.87,60.5,48.04,47.89,68.54,18.13,30.57,18.61,15.79,50.27,21.85,27.15,37.09,32.61,50.46,0,0,26.72,21.07,52.33,0
EVT-0002959,2024-01-19 22:47:59,BR,LATAM,Sao Paulo,BR-272,-23.63491,-48.31916,AG-9902,ANALYST,SECRET,T-004,OP-2024-002959,AURORA-642,INSIDER_TRADING,Education,7,LOW,OSINT,HUMINT,67,38,47,32,36,216445,3054,100,Y,Y,N,N,NEW,P3,N,1,N,aurora-1.2,possible duplicate event,55.87,32.15,32.79,35.75,34.47,38.33,40.43,33.04,40.32,33.79,27.63,34.24,10.75,24.96,22.01,25.84,10.45,22.91,21.23,21.65,24.8,39.91,24.83,25.49,37.16,31.34,29.45,30.72,33.5,23.22,76.62,94.96,95.79,99.32,84.14,100,100,85.28,95.68,99.72,4.42,69.47,51.34,36.63,60.93,45.78,40.77,0.58,0,29.75,44.39,48.33,44.4,0.78,18.23,82.84,41.77,34.04,6.13,33.27
EVT-0002960,2024-03-30 14:26:53,BR,LATAM,Sao Paulo,BR-167,-22.61118,-47.05445,AG-1974,FIELD,TOP_SECRET,T-012,OP-2024-002960,SPECTRUM-551,ESPIONAGE,Healthcare,8,MEDIUM,HUMINT,FININT,41,45,53,52,28,247240,2425,77,Y,N,N,N,IN_REVIEW,P3,N,1,N,aurora-2.0,source reliability downgraded,45.68,35.47,41.06,48.06,40.1,49.26,54.01,59.62,49.61,44.53,20.46,25.2,29.71,24.44,26.65,16.77,29.09,16.15,15.76,20.51,30.13,30.01,21.72,25.04,24.09,23.19,16.29,23.11,22.89,23.18,100,89.52,100,100,100,99.6,100,99.1,98.27,93.1,19.86,38.72,44.45,33.47,36.88,29.03,51.85,36.73,45.92,18.8,54.73,0,0,34.15,0,0,32.33,11.52,1.76,0
EVT-0002961,2024-07-13 13:59:49,GB,EU-WEST,London,GB-874,51.45748,0.33353,AG-3191,ANALYST,TOP_SECRET,T-025,OP-2024-002961,DEEPBLUE-907,RANSOMWARE,Telecom,6,MEDIUM,OSINT,HUMINT,51,58,57,66,49,314799,3082,152,Y,N,Y,N,NEW,P3,N,0,N,aurora-1.2,incomplete metadata,47.07,45.9,62.08,53.78,60.48,71.2,46.7,52.98,56.43,70.04,31.4,36.42,36.77,32.61,42.26,28.98,30.33,30.09,32.12,30.06,25.55,23.36,38.05,26.59,32.22,30.62,30.46,30.01,31.34,29.45,88.99,68.15,82.9,90.35,100,72.05,95.11,97.67,93.35,77.88,34.04,48.07,59.01,3.29,46.69,22.15,30.0,37.44,11.23,16.13,40.33,55.12,15.81,40.11,14.46,34.93,13.93,43.01,15.82,4.6
EVT-0002962,2024-03-10 10:32:41,GB,EU-WEST,London,GB-899,51.5657,1.05363,AG-5299,ANALYST,CONFIDENTIAL,T-033,OP-2024-002962,AURORA-405,MONEY_LAUNDERING,Defense,6,HIGH,CYBINT,OSINT,86,73,71,74,75,380450,3659,159,N,Y,N,N,CLOSED,P2,N,2,N,aurora-1.0,source reliability downgraded,76.79,73.58,73.16,81.97,70.18,64.19,85.39,86.23,94.17,74.64,39.97,42.14,41.15,35.51,32.87,31.71,41.44,33.54,34.58,46.05,35.37,36.97,37.2,36.95,34.64,34.79,32.27,44.07,39.18,36.1,100,100,100,100,100,100,100,100,100,100,18.47,52.63,49.01,64.15,36.47,24.45,21.75,38.33,57.25,31.45,63.09,12.81,48.21,52.37,45.14,15.44,44.89,4.8,0,13.43
EVT-0002963,2024-06-27 03:22:04,SK,EU-CENTRAL,Bratislava,SK-421,47.23516,16.3585,AG-1366,HQ,SECRET,T-026,OP-2024-002963,MIRAGE-962,RANSOMWARE,Energy,3,HIGH,SIGINT,HUMINT,86,69,61,73,70,341023,3636,135,Y,N,N,N,CLOSED,P2,N,1,N,aurora-2.0,manual verification pending,85.3,63.11,76.95,65.58,76.87,76.2,68.29,72.13,73.28,73.98,27.69,36.65,27.0,27.46,24.04,23.81,40.41,34.65,36.73,31.45,44.4,37.7,29.5,36.28,38.81,35.57,29.46,32.29,22.16,38.11,100,100,100,94.54,100,98.17,96.15,100,98.93,100,28.03,41.73,53.0,50.8,10.26,63.47,49.53,46.83,16.5,26.18,61.96,34.61,0,44.83,10.36,52.2,51.53,52.69,48.09,25.54
EVT-0002964,2024-07-30 11:35:31,BR,LATAM,Sao Paulo,BR-933,-22.83918,-48.29378,AG-5032,ANALYST,TOP_SECRET,T-034,OP-2024-002964,NIGHTFALL-120,CYBER_INTRUSION,Government,4,MEDIUM,HUMINT,OSINT,60,63,67,61,62,254901,3514,158,N,N,N,Y,CONFIRMED,P2,Y,1,N,aurora-1.1,cross-border activity detected,60.3,66.21,49.8,60.63,53.58,42.09,53.69,66.12,64.24,64.24,30.57,28.62,22.34,32.46,20.23,22.0,16.03,29.87,32.17,28.19,30.13,40.74,37.77,41.07,39.7,38.92,32.01,35.97,36.6,34.32,64.41,87.9,81.38,87.85,65.22,78.33,81.11,54.37,76.97,68.42,55.0,19.92,42.58,59.93,12.84,26.27,78.15,2.65,16.58,50.57,0,20.3,34.5,43.3,54.4,36.7,41.71,7.31,52.86,38.01
EVT-0002965,2024-08-19 05:02:30,GB,EU-WEST,London,GB-804,50.79512,0.7721,AG-5407,HQ,CONFIDENTIAL,T-028,OP-2024-002965,PHOENIX-551,MONEY_LAUNDERING,Healthcare,10,CRITICAL,FININT,HUMINT,82,68,71,65,68,317854,2474,165,N,N,Y,Y,IN_REVIEW,P1,N,2,N,aurora-1.1,source reliability downgraded,65.18,72.01,59.79,86.93,81.34,68.77,74.68,67.73,65.59,69.99,40.85,32.38,33.47,37.12,39.14,37.91,30.11,33.94,35.95,37.34,30.56,27.46,25.54,26.09,23.09,32.82,20.8,22.63,32.34,32.92,100,100,100,100,100,100,100,100,100,100,1.35,32.96,41.24,61.31,11.93,0,19.92,49.89,34.32,50.29,66.39,57.99,62.35,23.32,50.9,39.22,39.05,28.13,47.63,36.9
EVT-0002966,2024-10-30 03:23:25,DE,EU-CENTRAL,Berlin,DE-132,51.56674,15.16398,AG-7547,ANALYST,SECRET,T-009,OP-2024-002966,MIRAGE-282,MONEY_LAUNDERING,Energy,8,HIGH,SIGINT,HUMINT,64,69,73,71,63,321684,2467,129,Y,N,N,N,CLOSED,P2,Y,1,N,aurora-1.1,pattern matches known cluster,65.29,87.56,61.89,60.56,72.21,77.84,77.66,55.15,78.29,64.38,27.93,25.28,42.62,33.33,42.5,27.91,34.05,37.84,30.7,25.42,24.03,24.71,27.59,20.52,28.78,16.35,37.08,26.96,30.87,37.71,100,100,100,100,100,100,100,100,100,100,60.04,45.01,52.81,43.29,32.86,53.19,48.94,21.03,33.84,32.65,28.47,48.49,17.02,21.7,22.63,23.6,34.77,27.97,40.42,68.41
EVT-0002967,2024-12-02 12:06:25,RU,EU-EAST,Moscow,RU-229,55.1758,38.89219,AG-6591,SENIOR,SECRET,T-032,OP-2024-002967,DEEPBLUE-600,RANSOMWARE,Government,10,CRITICAL,SIGINT,HUMINT,80,33,31,35,30,156419,1391,44,N,N,N,N,IN_REVIEW,P1,N,2,N,aurora-1.2,cross-border activity detected,25.46,15.15,34.87,22.44,46.2,55.63,36.35,35.67,23.92,24.67,5.66,20.54,11.72,17.07,15.17,19.0,14.52,15.0,20.65,11.84,20.54,18.25,8.8,11.32,16.12,10.75,14.79,10.03,15.05,10.05,100,100,100,100,100,100,100,100,100,100,0,26.25,0,0,0,32.88,18.21,26.87,0,58.93,20.75,0,2.73,61.17,22.46,29.32,9.6,6.77,0,0
